State,County,MCO Name,Service Category,Number of Active Patients,Number of Eligible MCO Patients,Number of Providers,Percent Of Eligible Patients Receving Services,Number of Services per Active Patient,Number of Active Patients per Provider,Calendar Year,Plan Category
Michigan,All,Bcbs,Behavioral Health,15388,,5256,0.067166883,13.0759033,3:01,2022,Comprehensive MCO
Michigan,All,Bcbs,Behavioral Health,22410,,5748,0.074558835,13.20508701,4:01,2023,Comprehensive MCO
Michigan,All,Bcbs,Behavioral Health,28733,,6004,0.075954554,12.86618174,5:01,2024,Comprehensive MCO
Michigan,All,Bcbs,Behavioral Health,13229,,3235,0.042358961,4.319827651,5:01,2025,Comprehensive MCO
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,4354,,425,0.060400078,32.84106569,11:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,5239,,424,0.060463023,38.94808169,13:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,6540,,336,0.062346874,42.19954128,20:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,8715,,365,0.064625447,41.81870338,24:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,10445,,423,0.069647727,52.09372906,25:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Cmh Partnership Of Southeast Michigan,Behavioral Health,7847,,280,0.062777004,18.06817892,29:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,23778,,1441,0.069265658,35.81205316,17:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,29495,,1526,0.071206982,35.25492456,20:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,35588,,1495,0.071720502,35.87785208,24:01:00,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,45107,,1447,0.070571651,37.07009998,32:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,54594,,1482,0.072229572,48.19439865,37:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,0,,1,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,*,,1,0.00139958,49.5,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Detroit Wayne Mental Health Authority,Behavioral Health,*,,1031,0.060606909,16.43896388,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Hap Midwest Hp,Behavioral Health,259,,246,0.018619698,5.926640927,2:01,2020,Comprehensive MCO
Michigan,All,Hap Midwest Hp,Behavioral Health,567,,414,0.027254374,7.292768959,2:01,2021,Comprehensive MCO
Michigan,All,Hap Midwest Hp,Behavioral Health,985,,537,0.033419285,7.435532995,2:01,2022,Comprehensive MCO
Michigan,All,Hap Midwest Hp,Behavioral Health,1619,,834,0.043324681,8.702285361,2:01,2023,Comprehensive MCO
Michigan,All,Hap Midwest Hp,Behavioral Health,2571,,1253,0.04193922,11.8218592,3:01,2024,Comprehensive MCO
Michigan,All,Hap Midwest Hp,Behavioral Health,1213,,607,0.023730339,4.438582028,2:01,2025,Comprehensive MCO
Michigan,All,Harbor Hp,Behavioral Health,*,,0,0,,*,2020,Comprehensive MCO
Michigan,All,Lakeshore Regional Entity,Behavioral Health,7903,,815,0.058162897,48.44590662,10:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Lakeshore Regional Entity,Behavioral Health,10013,,857,0.057454512,50.0418456,12:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Lakeshore Regional Entity,Behavioral Health,12161,,878,0.057123397,54.37644931,14:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Lakeshore Regional Entity,Behavioral Health,16615,,888,0.060163962,56.18525429,19:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Lakeshore Regional Entity,Behavioral Health,21095,,844,0.066893927,52.42303863,25:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Lakeshore Regional Entity,Behavioral Health,15347,,548,0.057317966,14.42092917,29:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,6159,,460,0.050411295,74.18428316,14:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,7138,,481,0.049450626,59.84421407,15:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,8607,,536,0.049534125,57.27419542,17:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,10971,,579,0.049200178,69.12542157,19:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,12826,,638,0.050353527,75.9266334,21:01,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Macomb County Cmh Services,Behavioral Health,9498,,424,0.04390961,14.4089282,23:01,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Mclaren Hp,Behavioral Health,8068,,3302,0.070009198,11.0016113,3:01,2020,Comprehensive MCO
Michigan,All,Mclaren Hp,Behavioral Health,11210,,3821,0.078516796,11.82221231,3:01,2021,Comprehensive MCO
Michigan,All,Mclaren Hp,Behavioral Health,13763,,4216,0.080052814,12.38567173,4:01,2022,Comprehensive MCO
Michigan,All,Mclaren Hp,Behavioral Health,19318,,4648,0.088213671,12.67362046,5:01,2023,Comprehensive MCO
Michigan,All,Mclaren Hp,Behavioral Health,26222,,4858,0.093695509,12.28224392,6:01,2024,Comprehensive MCO
Michigan,All,Mclaren Hp,Behavioral Health,15612,,2980,0.062413298,5.588585703,6:01,2025,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,19575,,5866,0.074379035,10.38768838,4:01,2020,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,24948,,6642,0.080176628,11.43702902,4:01,2021,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,28965,,7062,0.080377063,11.7561885,5:01,2022,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,36128,,7412,0.082980004,11.32523251,5:01,2023,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,38202,,6875,0.077420218,11.45882415,6:01,2024,Comprehensive MCO
Michigan,All,Meridian,Behavioral Health,15626,,3542,0.040849618,4.277358249,5:01,2025,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,9180,,3596,0.050893971,8.134204793,3:01,2020,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,11921,,3902,0.053302988,9.995889607,4:01,2021,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,14390,,4145,0.05463008,9.769353718,4:01,2022,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,19181,,4269,0.05849132,9.852614566,5:01,2023,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,22969,,4219,0.060172693,10.60403152,6:01,2024,Comprehensive MCO
Michigan,All,Molina,Behavioral Health,10715,,2246,0.033358343,4.334764349,5:01,2025,Comprehensive MCO
Michigan,All,Morc Home Care Inc.,Behavioral Health,*,,1,0.004347826,2,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Morc Home Care Inc.,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Morc Home Care Inc.,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Morc Home Care Inc.,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Morc Home Care Inc.,Behavioral Health,*,,1,0.019305019,257,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Morc Home Care Inc.,Behavioral Health,*,,2,0.018867925,39.6,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northcare Network,Behavioral Health,2520,,237,0.066001414,37.5484127,11:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northcare Network,Behavioral Health,3088,,245,0.069402616,36.99773316,13:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northcare Network,Behavioral Health,3804,,246,0.070929127,35.02313354,16:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northcare Network,Behavioral Health,4903,,235,0.072592944,33.88292882,21:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northcare Network,Behavioral Health,6191,,246,0.089319464,29.18639961,26:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northcare Network,Behavioral Health,4580,,156,0.072734203,10.13515284,30:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Hp Corp,Behavioral Health,36,,1,0.155844156,9.138888889,36:01:00,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Hp Corp,Behavioral Health,30,,1,0.120967742,8.166666667,30:01:00,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Hp Corp,Behavioral Health,20,,1,0.076335878,7.8,20:01,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Hp Corp,Behavioral Health,*,,1,0.01056338,1,*,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Hp Corp,Behavioral Health,*,,1,0.00952381,1.5,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,5112,,339,0.071347821,34.73219875,16:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,6634,,371,0.079273466,36.01401869,18:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,7929,,374,0.079142004,37.00681044,22:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,10221,,384,0.08064987,38.98287839,27:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,11345,,404,0.085047528,35.95169678,29:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,*,,0,0,,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Northern Michigan Regional Entity,Behavioral Health,*,,222,0.061388195,14.0507607,*,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,7564,,616,0.066744317,52.67305658,13:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,9688,,633,0.071802321,36.6542114,16:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,11925,,620,0.074080746,44.42884696,20:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,15772,,676,0.076435837,44.47425818,24:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,18841,,726,0.081762398,62.53404809,26:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Oakland County Cmh Authority,Behavioral Health,15643,,503,0.082626425,17.90180912,32:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,16708,,1447,0.081319569,40.54429016,12:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,20945,,1511,0.083656523,43.62673669,14:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,25052,,1482,0.082299335,46.21012294,17:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,33201,,1480,0.084710259,50.49856932,23:01,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,40787,,1466,0.09120283,56.54274646,28:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Pihp Mid-State Hlth Net Reg Entity,Behavioral Health,30109,,1001,0.076692461,16.11106314,31:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Priority Health,Behavioral Health,5963,,1738,0.080579992,10.07663928,4:01,2020,Comprehensive MCO
Michigan,All,Priority Health,Behavioral Health,9733,,2500,0.073720886,10.39669167,4:01,2021,Comprehensive MCO
Michigan,All,Priority Health,Behavioral Health,13381,,3342,0.07918548,11.06867947,5:01,2022,Comprehensive MCO
Michigan,All,Priority Health,Behavioral Health,19105,,3937,0.085760714,11.75828317,5:01,2023,Comprehensive MCO
Michigan,All,Priority Health,Behavioral Health,24719,,4555,0.087974859,12.04773656,6:01,2024,Comprehensive MCO
Michigan,All,Priority Health,Behavioral Health,13545,,2642,0.061259933,5.015651532,6:01,2025,Comprehensive MCO
Michigan,All,Region 10,Behavioral Health,7116,,551,0.066901077,39.43985385,13:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 10,Behavioral Health,8644,,566,0.068026568,41.74595095,16:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 10,Behavioral Health,10806,,548,0.070394184,44.84665926,20:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 10,Behavioral Health,14840,,562,0.075598188,45.38349057,27:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 10,Behavioral Health,19259,,600,0.085610775,50.85450958,33:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 10,Behavioral Health,14825,,407,0.075229367,11.41726813,37:01:00,2025,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,*,,1,0.001937984,1,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,*,,1,0.001831502,1,*,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,*,,1,0.003508772,1,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 2- Area Agency On Aging,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,*,,1,0.002617801,327,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,0,,1,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,*,,2,0.002331002,325,*,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,*,,2,0,,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 3b Area Agency On Aging,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 4 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Region 7 Area Agency On Aging,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Reliance Community Care Partners,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,0,0,,0,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,1,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,0,0,,0,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Senior Resources Of West Michigan,Behavioral Health,0,,0,0,,0,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,*,,0,0,,*,2020,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,0,,0,0,,0,2021,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,0,,0,0,,0,2022,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,0,,0,0,,0,2023,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,*,,1,0.006309148,60.5,*,2024,Outpatient Specialty Health Plan (PAHP)
Michigan,All,"Senior Services, Inc.",Behavioral Health,*,,1,0.002673797,21,*,2025,Outpatient Specialty Health Plan (PAHP)
Michigan,All,Southwest Mi Behavioral Health,Behavioral Health,8018,,554,0.073934733,31.95996508,15:01,2020,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Southwest Mi Behavioral Health,Behavioral Health,9792,,554,0.072598941,33.42371324,18:01,2021,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Southwest Mi Behavioral Health,Behavioral Health,11940,,565,0.073125471,38.09413735,22:01,2022,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Southwest Mi Behavioral Health,Behavioral Health,17200,,568,0.08162568,38.30918605,31:01:00,2023,Behavioral Health Inpatient Specialty Plan (PIHP)
Michigan,All,Southwest Mi Behavioral Health,Behavioral Health,23111,,564,0.095808408,42.64566657,41:01:00,2024,Behavioral Health Inpatient Specialty Plan (PIHP)
